,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
897,0,0,1,1,1,0,0,1,0,0,0,1,1,0,2,0,0,40.1,40.1,1
898,0,0,0,1,17,1,2,1,0,0,1,0,0,0,1,1,2,55.85,937.5,1
899,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,1,3,44.55,44.55,0
900,1,0,1,1,5,1,1,0,2,2,2,2,2,2,1,0,0,20.55,99.45,0
901,0,0,0,0,13,1,1,0,2,2,2,2,2,2,0,1,2,20.4,261.3,0
902,1,0,0,0,4,1,2,2,0,0,0,0,0,0,2,1,0,74.35,265.35,1
903,1,0,1,1,53,1,2,1,0,0,1,1,1,1,1,1,2,78.75,3942.45,0
904,0,0,1,1,72,0,0,1,1,1,1,1,1,1,0,0,1,64.45,4528.0,0
905,1,0,0,0,24,1,1,0,2,2,2,2,2,2,0,0,2,20.75,487.05,0
906,0,0,0,0,19,1,2,0,2,2,2,2,2,2,2,0,1,24.7,465.85,0
907,1,0,0,1,1,1,1,0,2,2,2,2,2,2,2,0,2,19.85,19.85,0
908,0,0,0,0,5,1,2,2,0,0,0,0,0,0,2,0,0,75.6,402.5,0
909,1,1,1,1,71,1,1,2,1,1,1,0,0,0,1,1,1,86.7,6179.35,0
910,1,0,1,0,72,1,2,1,1,1,1,1,1,1,0,1,1,89.05,6254.45,0
911,0,0,0,0,42,1,1,1,1,1,1,0,0,0,2,0,1,59.65,2536.55,0
912,1,0,0,0,14,1,2,1,0,1,0,0,0,0,2,1,3,55.5,767.55,0
913,1,0,0,0,1,1,1,1,1,0,0,0,0,0,2,0,2,51.25,51.25,0
914,0,1,0,0,2,1,1,2,0,0,0,0,0,0,2,1,0,70.65,142.35,1
915,0,1,1,1,72,1,2,1,1,1,1,1,1,1,0,0,3,92.45,6440.25,1
916,0,0,1,1,13,1,1,2,0,0,0,0,1,1,2,0,0,88.35,1222.8,1
917,0,0,0,0,18,1,1,2,0,1,1,0,0,0,2,0,0,77.8,1358.6,0
918,0,0,0,0,45,1,2,2,1,1,0,0,0,1,1,0,1,96.75,4442.75,0
919,0,1,0,0,55,1,2,2,0,0,1,0,1,1,1,1,0,100.15,5409.75,0
920,1,0,0,1,1,1,2,1,0,0,0,0,0,0,2,1,0,50.05,50.05,0
921,1,0,0,0,1,1,1,0,2,2,2,2,2,2,2,0,2,21.1,21.1,0
922,1,0,0,0,65,1,2,0,2,2,2,2,2,2,1,0,3,24.8,1600.95,0
923,0,0,1,0,46,1,1,1,0,1,0,0,1,1,2,1,3,69.1,3168.0,0
924,0,0,0,1,21,1,1,0,2,2,2,2,2,2,2,0,2,20.75,452.2,0
925,1,1,0,0,24,1,2,2,0,1,0,0,1,1,2,1,0,101.25,2440.15,1
926,0,0,1,1,34,0,0,1,1,0,1,1,1,1,1,0,2,61.25,1993.2,0
927,0,0,0,0,13,1,1,2,0,1,0,0,0,0,1,1,2,74.65,966.25,0
928,0,0,1,1,48,1,1,1,1,0,1,1,1,0,1,0,1,69.7,3023.65,0
929,0,0,0,0,56,1,2,2,0,1,1,0,1,1,1,1,0,106.8,5914.4,0
930,0,0,1,1,42,1,1,2,0,0,1,1,1,1,0,1,0,100.4,4303.65,0
931,0,0,1,0,4,1,1,1,1,1,0,0,0,0,2,0,2,54.7,235.05,0
932,0,0,1,0,65,1,1,1,1,0,1,0,0,0,2,1,2,55.15,3673.15,0
933,1,0,1,0,3,0,0,1,0,0,0,0,0,0,2,0,2,25.0,78.25,0
934,0,0,1,1,70,1,2,1,1,0,0,1,1,1,0,1,1,80.6,5460.2,0
935,1,1,0,0,1,1,2,2,0,0,1,0,1,0,2,1,0,88.8,88.8,1
936,1,0,0,0,66,1,1,1,1,1,0,0,0,0,1,1,2,54.8,3465.7,0
937,1,0,0,0,19,1,1,1,0,0,1,1,0,0,2,1,3,55.0,1046.5,1
938,1,0,1,0,70,1,2,0,2,2,2,2,2,2,0,0,1,24.25,1724.15,0
939,1,0,0,0,41,1,1,2,0,1,0,1,1,1,0,1,3,99.65,4220.35,0
940,1,0,1,1,45,1,2,2,0,1,1,1,1,1,0,1,1,109.75,4900.65,0
941,0,0,1,0,49,1,1,0,2,2,2,2,2,2,1,0,1,20.45,900.9,0
942,1,1,0,0,22,1,2,2,0,0,0,1,1,0,2,1,1,90.5,1910.6,1
943,0,0,1,1,56,1,2,2,0,1,1,1,0,1,1,1,3,99.75,5608.4,0
944,0,0,0,0,15,1,2,1,1,0,0,0,0,0,2,1,2,55.7,899.8,1
945,0,0,1,1,67,1,2,2,1,0,1,1,0,1,1,1,1,100.25,6689.0,0
946,1,0,1,1,1,1,1,0,2,2,2,2,2,2,1,0,2,19.65,19.65,0
947,1,1,1,1,38,1,2,2,0,1,0,0,1,1,2,0,0,101.15,3741.85,0
948,0,0,0,0,52,1,2,1,1,0,1,1,1,0,1,0,3,74.0,3877.65,0
949,0,0,1,1,34,1,1,0,2,2,2,2,2,2,1,1,1,20.1,682.1,0
950,1,0,1,1,69,1,1,0,2,2,2,2,2,2,0,0,1,19.9,1356.7,0
951,1,0,0,1,4,1,2,2,0,1,0,0,1,1,2,1,0,101.7,364.55,1
952,0,0,0,0,63,1,1,1,0,0,1,0,0,1,1,0,3,58.55,3503.5,0
953,1,0,1,0,24,1,1,0,2,2,2,2,2,2,0,0,2,19.75,483.15,0
954,1,0,0,0,62,1,2,2,1,1,1,0,0,0,2,0,1,90.7,5586.45,0
955,0,0,0,0,36,1,1,0,2,2,2,2,2,2,1,1,1,19.25,679.8,0
956,0,0,0,0,38,1,2,1,0,1,0,1,0,1,2,0,3,68.15,2656.3,0
957,0,1,1,0,47,1,2,2,1,0,0,0,0,0,2,0,0,80.35,3825.85,1
958,1,0,1,0,38,1,1,2,1,1,0,0,0,0,2,1,0,79.45,3013.05,1
959,0,0,1,1,42,1,1,2,0,0,1,0,1,1,2,1,0,92.15,3875.4,0
960,0,0,1,0,42,1,2,0,2,2,2,2,2,2,0,0,0,25.25,1108.2,0
961,0,0,0,0,3,1,1,1,0,1,0,1,1,1,2,1,0,75.3,244.1,0
962,1,1,0,0,8,1,1,2,1,0,0,1,1,1,2,0,3,100.3,832.35,1
963,1,1,0,0,9,1,2,2,0,0,0,0,0,1,2,1,3,84.4,732.5,1
964,0,0,1,0,58,1,2,1,1,0,0,1,0,1,1,1,0,68.4,3972.25,0
965,1,1,0,0,21,1,1,1,0,0,1,0,1,0,2,1,1,60.05,1236.15,1
966,0,0,0,0,10,1,1,0,2,2,2,2,2,2,2,1,2,20.9,247.0,0
967,0,0,0,0,70,1,2,2,0,1,0,0,1,1,1,0,0,98.9,6838.6,0
968,1,0,0,0,26,1,1,1,1,0,0,1,1,1,1,0,1,75.0,1908.35,0
969,1,1,1,0,36,1,2,2,0,1,0,0,1,1,2,1,0,96.5,3436.1,1
970,1,0,1,0,72,1,2,1,1,1,1,1,0,0,0,1,1,67.8,4804.65,0
971,0,0,0,0,9,1,1,2,1,0,0,0,0,0,2,1,3,74.25,639.65,1
972,0,0,0,0,15,1,2,2,0,1,0,0,1,1,2,1,0,100.15,1415.0,0
973,0,1,0,0,63,1,2,1,1,1,1,1,1,0,1,0,1,83.0,5243.05,0
974,1,0,0,0,4,1,1,1,0,1,0,1,1,0,2,1,1,63.75,226.2,0
975,1,0,0,0,25,1,1,0,2,2,2,2,2,2,2,0,2,20.6,541.5,0
976,1,0,1,0,46,1,1,0,2,2,2,2,2,2,2,0,0,19.6,851.2,0
977,0,1,1,0,44,1,2,2,0,0,1,1,1,1,2,0,0,104.15,4495.65,0
978,1,0,0,0,12,1,1,0,2,2,2,2,2,2,2,0,2,20.45,255.35,0
979,1,0,0,0,1,1,1,1,0,0,0,0,0,0,2,1,0,44.8,44.8,0
980,1,0,0,0,1,1,1,1,1,0,0,0,0,0,2,1,2,48.55,48.55,1
981,0,1,0,0,20,1,2,1,0,0,0,0,0,1,2,1,2,61.6,1174.35,1
982,0,0,1,1,72,1,2,2,1,1,1,1,1,1,0,0,3,117.5,8670.1,0
983,1,0,1,0,53,0,0,1,0,1,1,1,1,1,1,1,0,60.45,3184.25,1
984,1,0,1,1,52,1,1,0,2,2,2,2,2,2,0,0,2,19.2,1054.75,0
985,1,1,1,0,2,1,1,2,0,0,1,0,0,0,2,1,0,74.2,140.1,0
986,1,0,0,0,50,1,1,2,1,1,0,1,0,1,2,1,3,93.5,4747.5,0
987,1,0,1,1,17,1,1,2,0,0,0,0,0,0,2,1,0,69.0,1149.65,1
988,1,1,1,0,51,0,0,1,0,1,0,0,0,0,2,1,3,29.45,1459.35,0
989,1,1,0,0,16,1,1,2,0,0,0,0,0,1,2,1,0,78.75,1218.25,0
990,0,0,0,0,18,1,2,2,0,0,1,1,0,1,2,1,1,95.05,1679.4,0
991,1,0,1,1,71,1,2,1,1,0,1,1,1,1,1,0,0,85.45,6300.85,0
992,1,0,1,1,68,0,0,1,1,1,0,0,1,0,1,0,2,44.8,2983.65,0
993,1,1,0,0,1,1,1,2,0,0,0,1,0,0,2,0,0,74.7,74.7,0
994,0,0,1,1,25,1,1,0,2,2,2,2,2,2,0,1,2,18.7,383.65,0
995,1,1,1,0,24,1,1,2,0,0,1,0,1,1,2,1,0,93.15,2231.05,1
996,1,0,0,0,14,0,0,1,0,0,1,0,1,1,2,1,0,50.75,712.75,1
997,1,0,0,0,55,1,1,1,1,0,1,1,0,0,0,1,0,59.2,3175.85,0
998,0,0,0,0,25,0,0,1,1,1,1,0,1,1,1,0,0,61.05,1540.2,0
999,1,0,1,1,10,1,1,1,0,0,1,0,1,0,2,0,2,60.2,563.5,0
1000,1,0,1,1,61,1,1,2,0,1,1,1,1,1,1,0,3,103.9,6449.15,0
1001,1,0,0,0,6,1,1,1,1,0,0,0,0,1,2,1,1,59.15,336.7,0
1002,1,0,0,0,13,1,1,0,2,2,2,2,2,2,0,0,2,19.95,243.65,0
1003,0,0,0,0,2,1,1,0,2,2,2,2,2,2,2,0,2,19.3,44.4,0
1004,0,0,1,0,1,1,1,1,0,0,0,0,0,0,2,1,0,45.0,45.0,0
1005,0,0,0,0,2,1,1,2,0,0,0,0,0,0,2,0,0,70.35,139.25,0
1006,1,1,0,0,49,1,2,2,0,0,0,0,1,1,2,1,0,96.2,4718.25,1
1007,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,1,2,45.3,45.3,1
1008,1,0,1,0,37,1,2,2,0,0,1,1,1,0,0,0,2,94.3,3460.95,0
1009,0,0,1,1,40,1,1,0,2,2,2,2,2,2,0,0,1,20.15,777.35,0
1010,0,1,0,0,23,1,1,2,0,1,0,0,1,1,2,1,0,94.75,2293.6,1
1011,0,1,0,0,66,1,2,2,0,1,1,0,1,1,1,0,1,108.1,7238.6,0
1012,1,0,1,1,17,1,2,2,0,0,0,0,1,1,2,1,0,92.55,1515.1,1
1013,1,1,0,0,9,1,2,2,0,0,0,0,0,1,2,1,0,85.05,746.5,1
1014,0,1,1,0,39,1,2,2,0,0,0,1,1,1,2,1,0,101.25,3949.15,0
1015,1,0,0,1,23,0,0,1,1,0,1,1,0,0,0,0,2,40.1,857.75,0
1016,1,0,0,0,50,1,1,0,2,2,2,2,2,2,1,0,3,20.15,989.05,0
1017,0,0,0,0,3,1,1,2,0,1,0,1,1,1,2,1,0,97.9,315.3,1
1018,0,0,0,0,61,1,1,0,2,2,2,2,2,2,1,0,1,19.45,1336.35,0
1019,0,0,0,0,24,1,2,2,0,0,1,0,1,0,2,1,3,88.95,2072.75,0
1020,0,0,1,1,14,1,2,2,0,0,0,0,1,0,2,1,0,84.8,1203.9,0
1021,1,0,1,1,52,1,2,0,2,2,2,2,2,2,0,0,2,25.75,1345.85,0
1022,0,0,1,0,15,1,1,2,0,0,1,0,1,0,2,1,0,84.3,1308.4,1
1023,0,0,0,0,33,1,2,1,1,0,0,1,0,0,1,0,0,59.4,1952.8,0
1024,1,1,1,0,69,1,2,2,0,1,1,0,0,1,2,1,1,95.35,6382.0,0
1025,0,0,1,1,61,1,2,1,1,1,1,1,1,1,0,0,2,88.1,5526.75,0
1026,1,0,1,1,71,1,2,2,1,1,1,1,1,1,0,1,1,116.05,8297.5,0
1027,0,0,0,0,53,1,2,2,1,1,1,0,0,0,2,0,0,90.8,4921.2,0
1028,0,1,0,0,42,1,2,1,0,0,1,0,0,0,2,0,0,55.65,2421.75,0
1029,1,0,0,0,36,1,1,1,1,0,1,1,1,1,2,1,3,79.2,2854.95,0
1030,1,0,0,0,25,1,1,2,1,0,1,1,1,1,2,1,0,105.5,2686.05,0
1031,0,0,0,0,8,1,1,0,2,2,2,2,2,2,2,1,2,20.7,137.6,0
1032,0,0,0,0,16,1,2,2,0,1,1,0,0,1,2,1,3,95.6,1555.65,1
1033,0,0,0,0,12,1,2,2,0,1,0,0,1,0,2,1,1,89.75,1052.4,1
1034,0,0,1,0,28,1,2,2,0,0,1,1,1,1,2,1,0,104.8,3046.05,1
1035,1,0,0,0,7,1,2,2,0,0,0,0,1,1,2,1,0,94.1,701.3,0
1036,1,1,1,0,32,1,2,2,0,0,1,1,1,1,2,1,0,104.9,3351.55,1
1037,0,0,0,1,1,1,1,2,0,0,0,0,0,1,2,0,0,78.65,78.65,1
1038,1,0,0,0,8,0,0,1,1,0,0,0,0,0,2,1,0,30.45,226.45,1
1039,1,0,1,0,63,1,2,2,0,1,1,0,1,1,2,1,0,103.4,6603.0,1
1040,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,34.7,34.7,1
1041,1,0,1,0,60,1,2,2,0,1,1,0,1,1,1,0,1,102.5,6157.6,0
1042,0,0,0,0,16,1,1,2,0,1,0,0,0,1,2,1,0,86.25,1340.1,0
1043,1,1,1,0,71,1,2,2,1,1,1,1,0,0,1,1,0,92.0,6585.2,0
1044,1,0,1,1,40,1,1,2,0,0,1,0,1,0,1,1,0,85.05,3355.65,0
1045,0,1,1,0,18,1,2,2,0,0,0,1,1,1,2,0,1,99.75,1836.25,1
1046,1,0,0,0,5,1,1,2,0,0,0,0,0,1,2,0,2,78.75,426.35,0
1047,1,0,0,0,33,1,1,2,0,1,1,0,0,0,2,1,3,79.0,2576.8,0
1048,0,0,1,1,13,1,1,0,2,2,2,2,2,2,0,1,1,19.75,246.7,0
1049,0,0,0,0,40,1,1,1,0,0,1,0,0,0,1,1,2,50.25,2023.55,0
1050,1,1,0,0,67,1,2,2,1,1,1,1,1,1,0,1,3,116.1,7839.85,0
1051,0,0,0,0,16,1,1,1,1,0,0,0,0,0,2,1,0,50.15,762.25,1
1052,1,0,1,0,59,1,1,1,1,1,1,0,1,0,1,0,3,66.4,3958.2,0
1053,1,1,0,0,8,1,1,2,0,0,0,0,0,0,2,1,3,69.95,562.7,0
1054,1,0,1,1,24,1,2,0,2,2,2,2,2,2,0,1,1,24.1,587.4,0
1055,1,0,1,1,7,1,1,0,2,2,2,2,2,2,2,0,2,20.25,144.35,0
1056,1,0,1,1,72,1,2,0,2,2,2,2,2,2,0,0,3,24.1,1734.65,0
1057,0,0,0,0,44,1,1,2,0,1,1,0,1,0,2,1,3,88.15,3973.2,0
1058,0,1,1,0,38,1,2,2,0,0,0,0,0,0,2,1,1,74.95,2869.85,1
1059,1,0,0,0,4,1,1,1,0,0,0,0,0,1,2,1,0,55.9,238.5,0
1060,1,0,0,0,2,1,1,1,1,0,1,0,0,0,2,0,0,53.45,119.5,0
1061,0,0,1,0,70,0,0,1,1,0,1,1,0,1,0,1,1,49.85,3370.2,0
1062,0,0,0,0,33,1,2,2,1,0,0,0,0,1,2,1,0,90.65,2989.6,0
1063,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,2,24.9,24.9,0
1064,1,0,0,0,39,0,0,1,0,0,1,1,0,0,1,0,2,35.55,1309.15,0
1065,1,1,0,0,55,1,2,2,1,1,1,1,1,1,2,1,0,116.5,6382.55,0
1066,1,0,1,1,52,1,1,1,0,1,1,1,1,0,1,1,0,68.75,3482.85,0
1067,0,0,1,1,30,0,0,1,0,0,0,1,1,1,2,0,3,51.2,1561.5,1
1068,1,1,1,0,60,1,2,2,0,0,0,1,1,1,2,1,0,99.0,6017.9,0
1069,1,0,1,1,50,1,2,1,0,0,1,0,0,0,1,0,1,54.9,2614.1,0
1070,0,0,0,0,32,1,2,2,1,0,1,1,1,1,1,1,1,109.55,3608.0,0
1071,1,0,1,0,51,1,2,2,0,1,1,0,1,1,1,1,1,106.8,5498.8,0
1072,1,0,0,0,1,1,1,2,0,0,0,1,0,0,2,1,2,74.3,74.3,0
1073,0,0,1,1,69,1,2,0,2,2,2,2,2,2,0,1,1,25.6,1673.4,0
1074,0,0,1,1,42,1,2,2,0,0,0,0,1,1,2,1,0,94.2,4186.3,1
1075,1,0,1,0,14,0,0,1,0,0,0,0,1,1,2,0,0,46.35,667.7,1
1076,1,0,0,1,52,1,2,0,2,2,2,2,2,2,0,0,3,25.6,1334.5,0
1077,1,0,1,0,62,1,2,2,0,0,1,1,1,1,0,1,1,107.6,6912.7,0
1078,0,0,1,1,72,1,1,0,2,2,2,2,2,2,0,0,1,19.55,1463.45,0
1079,1,0,0,0,32,1,1,2,0,0,0,1,1,1,2,1,0,96.2,3183.4,1
1080,0,1,0,0,1,1,1,2,0,0,0,0,0,0,2,1,0,69.65,69.65,1
1081,0,1,1,0,72,1,2,2,1,0,0,0,0,0,0,0,1,78.5,5602.25,0
1082,0,1,0,0,1,1,1,1,0,0,0,0,0,0,2,0,2,45.1,45.1,1
1083,0,0,0,0,1,1,2,0,2,2,2,2,2,2,2,1,2,25.75,25.75,0
1084,1,0,0,0,5,1,2,2,0,1,1,0,1,1,2,0,2,104.1,541.9,1
1085,1,0,0,0,63,1,2,2,0,1,1,0,1,1,0,1,1,104.75,6536.5,0
1086,1,0,1,1,67,1,1,1,1,1,1,0,1,1,0,0,3,81.35,5398.6,0
1087,0,0,1,1,40,1,2,2,0,1,1,0,1,0,2,1,3,96.35,3915.4,0
1088,1,0,0,0,65,1,2,2,1,0,0,1,0,1,1,0,0,93.55,6069.25,0
1089,0,0,1,1,16,1,1,0,2,2,2,2,2,2,0,0,2,19.7,301.55,0
1090,0,1,0,0,46,1,2,1,0,0,1,1,0,1,1,1,3,69.1,3255.35,0
1091,1,0,0,0,11,0,0,1,0,1,0,1,0,0,2,1,0,35.65,425.1,0
1092,0,0,1,0,49,1,1,2,0,1,1,0,1,1,2,0,0,99.4,5025.0,0
1093,0,0,1,0,68,0,0,1,1,0,1,0,1,1,1,1,0,54.4,3723.65,0
1094,0,0,0,0,10,1,1,0,2,2,2,2,2,2,1,1,2,19.3,185.2,0
1095,0,1,0,0,2,1,1,2,0,1,0,0,1,0,2,1,1,83.8,163.7,0
1096,0,0,1,0,5,1,1,2,0,0,0,0,0,0,2,1,0,68.95,351.5,0
1097,1,0,0,1,53,1,1,1,1,1,0,1,0,0,1,0,3,62.85,3419.5,0
1098,1,1,1,0,54,1,2,2,0,1,1,1,1,1,0,1,0,110.45,6077.75,0
1099,0,0,0,0,4,1,1,1,0,0,0,0,0,0,2,1,2,45.3,196.95,1
1100,1,1,0,0,15,1,2,2,0,0,0,0,0,0,2,0,0,75.65,1146.65,1
1101,1,0,0,0,10,1,1,0,2,2,2,2,2,2,2,1,2,19.85,193.05,0
1102,0,0,0,0,3,1,1,1,0,0,0,0,0,1,2,1,0,55.3,196.15,1
1103,0,0,1,0,71,1,2,0,2,2,2,2,2,2,0,0,1,24.75,1836.9,0
1104,1,0,1,0,8,1,1,1,0,1,1,0,0,0,2,1,2,54.75,445.85,0
1105,1,1,0,0,1,1,2,2,0,0,0,0,1,1,2,1,0,94.0,94.0,1
1106,0,0,1,1,64,1,2,2,1,1,0,1,1,1,0,0,1,110.3,6997.3,0
1107,1,0,0,0,57,1,1,0,2,2,2,2,2,2,0,0,3,18.8,1094.35,0
1108,0,1,1,0,1,1,2,2,0,0,1,0,1,1,2,1,0,100.8,100.8,1
1109,0,1,1,0,20,1,1,1,0,1,0,0,0,1,2,1,0,60.0,1259.35,0
1110,0,1,0,0,26,1,2,1,0,0,0,1,0,1,2,1,0,66.05,1652.4,0
1111,0,1,0,0,2,1,1,2,0,0,0,0,0,1,2,1,1,79.75,159.4,1
1112,1,0,1,1,32,1,1,2,1,1,1,0,0,1,1,0,2,94.8,3131.55,0
1113,0,0,0,0,5,1,2,0,2,2,2,2,2,2,2,0,2,25.45,134.75,0
1114,0,0,0,0,70,1,2,2,1,1,1,0,1,1,0,1,2,111.15,7737.55,0
1115,1,0,0,0,31,1,1,1,0,0,1,1,0,0,2,1,0,55.25,1715.65,1
1116,0,0,0,0,7,1,1,1,0,0,0,1,1,0,2,1,2,59.5,415.95,1
1117,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,25.35,25.35,0
1118,1,1,0,0,20,1,2,2,0,0,1,0,1,1,2,1,0,98.55,1842.8,1
1119,1,0,0,0,35,1,1,1,1,1,1,0,0,0,1,0,2,61.2,2021.2,0
1120,1,0,0,0,6,1,1,1,0,0,1,0,1,0,2,0,2,60.9,414.1,0
1121,0,0,1,1,72,1,2,1,1,1,0,1,1,0,0,0,2,74.55,5430.65,0
1122,0,0,0,0,13,1,1,0,2,2,2,2,2,2,1,0,0,19.65,244.8,0
1123,0,1,0,0,4,1,2,1,0,0,0,0,0,0,2,0,2,48.75,179.85,0
1124,1,0,1,1,63,1,1,0,2,2,2,2,2,2,0,1,2,19.15,1177.05,0
1125,1,0,1,0,69,1,1,1,1,1,1,1,1,1,0,1,2,84.7,5878.9,0
1126,0,0,0,0,3,0,0,1,1,0,0,1,0,0,2,0,2,34.25,139.35,1
1127,0,1,1,0,71,1,2,2,1,0,0,0,0,0,0,1,3,80.7,5676.0,0
1128,1,0,1,0,15,1,1,0,2,2,2,2,2,2,2,1,3,19.45,340.85,0
1129,0,0,1,1,30,1,1,0,2,2,2,2,2,2,0,0,2,19.7,599.25,0
1130,0,0,0,0,23,1,1,2,0,1,1,1,0,0,2,0,1,83.2,2032.3,0
1131,1,1,1,0,9,1,1,0,2,2,2,2,2,2,1,0,3,19.85,183.15,0
1132,1,0,0,0,35,1,1,0,2,2,2,2,2,2,1,1,2,19.15,638.0,0
1133,0,0,1,1,6,1,1,1,0,0,0,0,1,0,2,0,0,54.85,355.1,0
1134,0,0,0,0,1,1,2,2,0,0,0,0,0,0,2,1,2,75.05,75.05,1
1135,0,0,1,1,72,1,2,0,2,2,2,2,2,2,0,0,1,25.1,1857.85,0
1136,1,0,1,1,45,1,1,1,1,1,1,1,1,1,0,1,2,84.35,3858.05,0
1137,1,0,1,1,7,1,1,2,0,1,0,1,1,0,2,1,0,89.75,608.8,1
1138,1,0,0,0,70,0,0,1,1,0,1,1,0,1,0,0,1,48.4,3442.8,0
1139,1,0,1,0,53,1,1,0,2,2,2,2,2,2,0,0,3,19.9,1110.05,0
1140,1,0,0,0,4,1,2,1,0,0,0,0,0,0,2,0,3,51.75,201.1,1
1141,0,0,1,0,72,1,2,1,1,1,1,1,1,1,0,1,0,92.4,6786.1,0
1142,1,0,1,1,72,0,0,1,1,1,1,1,0,0,0,0,3,45.25,3139.8,0
1143,1,1,1,0,17,1,2,2,0,0,0,0,1,1,2,1,0,94.8,1563.9,0
1144,0,0,0,0,7,1,1,2,0,0,0,0,0,0,2,1,1,69.85,515.45,0
1145,0,0,0,1,11,1,1,0,2,2,2,2,2,2,2,0,3,20.1,221.35,1
1146,0,0,0,0,2,1,2,2,0,0,0,0,0,0,2,0,3,74.9,147.15,1
1147,0,0,0,0,72,1,1,2,1,1,1,1,1,1,0,1,0,109.9,7624.2,0
1148,1,0,0,1,11,1,2,2,0,0,1,0,0,0,2,1,2,78.0,851.8,0
1149,1,1,0,0,5,1,1,2,0,0,0,0,1,1,2,1,0,91.4,449.75,1
1150,1,1,1,0,4,1,2,2,0,0,0,0,0,0,2,0,0,74.95,308.7,1
1151,1,0,1,0,30,1,1,1,0,0,1,0,0,0,2,1,2,50.0,1474.9,0
1152,0,0,1,1,11,1,1,0,2,2,2,2,2,2,0,0,3,20.9,202.3,0
1153,1,0,1,0,17,0,0,1,0,1,0,0,1,1,2,1,2,49.8,836.35,0
1154,0,1,0,0,34,0,0,1,0,1,1,0,1,1,2,1,0,56.25,1765.95,0
1155,0,1,0,0,2,0,0,1,0,0,1,0,0,0,2,1,0,30.4,78.65,1
1156,1,0,0,1,55,1,1,0,2,2,2,2,2,2,1,0,1,19.1,1001.5,0
1157,0,1,0,0,5,1,1,1,1,1,0,1,0,0,2,0,3,59.9,287.85,0
1158,0,0,1,1,11,1,1,0,2,2,2,2,2,2,1,1,2,20.0,196.35,0
1159,0,0,0,1,1,1,1,2,0,0,0,0,0,1,2,1,0,79.6,79.6,1
1160,0,0,1,0,70,1,1,0,2,2,2,2,2,2,0,0,1,19.45,1303.5,0
1161,1,1,0,0,2,1,2,2,0,0,0,0,0,0,2,1,2,74.85,156.4,1
1162,0,0,0,0,7,1,2,2,0,0,0,0,0,0,2,1,0,73.85,511.25,1
1163,1,0,0,0,35,1,1,0,2,2,2,2,2,2,0,1,2,20.2,684.4,0
1164,0,0,0,0,58,1,2,1,1,1,1,1,0,0,1,1,3,71.1,4299.2,0
1165,0,0,1,1,72,1,2,2,0,1,1,1,1,1,0,1,1,109.2,7711.45,0
1166,1,0,1,1,68,1,1,1,1,1,1,1,0,0,0,0,3,62.65,4375.8,0
1167,1,0,0,0,26,1,1,1,0,0,0,1,1,0,1,0,3,59.45,1507.0,0
1168,0,0,0,0,12,1,1,1,0,0,0,0,0,0,2,1,0,45.05,523.1,0
1169,1,0,1,1,25,1,2,1,0,0,0,0,1,0,2,0,0,60.35,1404.65,0
1170,1,1,1,1,72,1,2,2,1,1,1,1,1,1,0,1,1,114.95,8196.4,0
1171,1,0,0,1,70,1,2,2,1,1,1,1,1,1,0,1,0,114.6,7882.5,0
1172,1,1,0,1,1,1,1,1,0,0,1,0,0,0,2,1,2,50.15,50.15,1
1173,1,0,0,0,26,1,2,2,1,1,0,0,0,0,2,1,3,86.65,2208.75,0
1174,0,0,1,1,2,1,1,1,0,0,0,0,1,1,2,0,2,65.7,134.35,1
1175,0,0,1,1,28,1,1,0,2,2,2,2,2,2,1,0,2,19.9,543.0,0
1176,0,0,1,1,6,1,1,0,2,2,2,2,2,2,2,0,2,19.85,119.3,0
1177,0,0,1,1,58,0,0,1,1,0,1,1,1,1,0,0,2,59.75,3624.35,0
1178,0,1,1,0,29,0,0,1,1,0,1,0,0,1,2,1,0,45.0,1228.65,0
1179,1,0,0,0,16,1,2,1,0,1,1,0,0,1,2,1,1,71.4,1212.1,0
1180,1,1,1,0,43,1,2,2,0,1,0,0,1,1,2,1,0,101.0,4388.4,1
1181,1,0,1,0,52,1,1,1,1,1,0,0,1,1,1,1,2,75.4,3865.45,0
1182,0,0,1,1,72,1,2,2,1,1,1,1,1,1,0,1,1,118.75,8672.45,0
1183,1,0,1,1,71,1,1,0,2,2,2,2,2,2,0,0,2,19.45,1378.45,0
1184,1,0,1,0,65,1,1,0,2,2,2,2,2,2,0,1,3,20.4,1414.45,0
1185,0,0,0,0,49,1,2,2,0,0,0,0,0,1,2,1,0,84.5,3906.7,0
1186,1,0,0,0,52,1,1,2,0,0,1,0,0,1,2,1,3,83.8,4331.4,0
1187,1,0,0,0,2,1,1,0,2,2,2,2,2,2,2,0,2,20.35,33.2,1
1188,1,0,1,1,71,1,1,2,1,1,1,1,1,1,0,0,3,109.3,7782.85,0
1189,1,0,0,0,54,1,2,2,0,0,1,0,0,1,2,0,3,89.4,4869.5,0
